buyer_id;gender;age;age_group;employment_status;housing_status;country;brand;sneaker_price_usd;purchase_channel;purchase_season;reason_for_purchase;discount_used;comfort_rating;durability_rating;repurchase_intent
4948;Female;59;Adult;Employed;Renter;India;Under Armour;185;Retail Store;Autumn;Comfort;No;3;4;Yes
4949;Male;20;Senior;Unemployed;Home Owner;Brazil;Under Armour;341;Retail Store;Spring;Sports;Yes;3;3;Yes
4950;Male;35;Adult;Employed;Home Owner;Germany;ASICS;151;Retail Store;Spring;Work;No;2;3;No
4951;Female;65;Adult;Employed;Renter;Italy;Adidas;310;Retail Store;Summer;Fashion;No;4;4;Yes
4952;Female;54;Adult;Employed;Home Owner;Nigeria;New Balance;353;Online;Autumn;Fashion;Yes;5;5;No
4953;Male;47;Senior;Employed;Home Owner;Canada;Crocs;190;Online;Autumn;Work;No;1;4;Yes
4954;Female;43;Senior;Self-employed;Home Owner;UK;Crocs;446;Online;Spring;Work;No;5;2;Yes
4955;Male;65;Senior;Employed;Renter;Nigeria;Vans;380;Retail Store;Summer;Fashion;No;5;3;Yes
4956;Male;47;Adult;Unemployed;Home Owner;UK;ASICS;449;Retail Store;Summer;Sports;No;2;5;No
4957;Female;44;Adult;Self-employed;Home Owner;Brazil;Nike;276;Retail Store;Winter;Work;No;2;5;No
4958;Male;17;Youth;Employed;Home Owner;Canada;Under Armour;201;Retail Store;Summer;Work;Yes;2;4;No
4959;Male;28;Youth;Self-employed;Renter;UK;Vans;420;Retail Store;Spring;Comfort;No;4;5;Yes
4960;Female;29;Youth;Employed;Home Owner;France;Nike;336;Retail Store;Autumn;Work;No;2;1;Yes
4961;Female;44;Youth;Employed;Renter;Canada;Balenciaga;352;Retail Store;Summer;Work;Yes;2;4;No
4962;Male;50;Senior;Unemployed;Renter;India;New Balance;320;Online;Autumn;Sports;No;2;4;Yes
4963;Female;44;Adult;Self-employed;Home Owner;Germany;Adidas;83;Retail Store;Spring;Comfort;Yes;3;4;No
4964;Female;64;Adult;Self-employed;Renter;Japan;New Balance;259;Retail Store;Winter;Sports;No;4;2;No
4965;Female;32;Senior;Student;Home Owner;Japan;Puma;180;Online;Winter;Work;No;1;1;Yes
4966;Female;60;Senior;Employed;Home Owner;Brazil;Vans;93;Online;Summer;Work;No;5;5;Yes
4967;Male;68;Adult;Employed;Home Owner;India;Under Armour;66;Online;Autumn;Comfort;No;1;3;Yes
4968;Male;14;Adult;Unemployed;Home Owner;Brazil;Vans;47;Online;Autumn;Comfort;No;4;1;Yes
4969;Male;32;Youth;Unemployed;Renter;France;Nike;210;Online;Spring;Sports;No;3;4;No
4970;Female;59;Adult;Self-employed;Renter;France;Vans;415;Online;Winter;Work;No;5;3;Yes
4971;Female;30;Youth;Unemployed;Renter;China;Nike;237;Online;Spring;Work;Yes;2;4;Yes
4972;Female;13;Adult;Self-employed;Homeless;Canada;Crocs;116;Online;Summer;Sports;Yes;4;2;Yes
4973;Female;41;Senior;Employed;Home Owner;France;Adidas;379;Online;Spring;Sports;Yes;5;4;Yes
4974;Female;41;Adult;Employed;Home Owner;China;Adidas;222;Online;Autumn;Comfort;Yes;5;1;Yes
4975;Female;31;Youth;Self-employed;Home Owner;Japan;Nike;231;Retail Store;Summer;Work;No;1;2;Yes
4976;Female;56;Adult;Unemployed;Renter;Japan;Under Armour;44;Online;Summer;Work;No;5;4;Yes
4977;Male;52;Adult;Unemployed;Home Owner;Canada;Crocs;98;Online;Winter;Sports;No;5;1;Yes
4978;Male;18;Youth;Self-employed;Renter;India;Under Armour;276;Online;Spring;Work;Yes;1;5;Yes
4979;Female;56;Youth;Employed;Renter;India;Crocs;194;Retail Store;Spring;Work;No;3;4;Yes
4980;Female;51;Senior;Self-employed;Renter;India;ASICS;58;Retail Store;Summer;Comfort;No;3;2;Yes
4981;Female;62;Youth;Unemployed;Home Owner;Japan;Under Armour;104;Online;Summer;Work;No;5;5;Yes
4982;Male;66;Adult;Self-employed;Home Owner;Japan;Crocs;363;Retail Store;Spring;Comfort;No;4;4;No
4983;Male;58;Adult;Employed;Home Owner;Nigeria;Nike;361;Online;Spring;Work;No;4;5;Yes
4984;Female;20;Adult;Student;Homeless;USA;Balenciaga;275;Online;Winter;Work;No;5;3;Yes
4985;Female;36;Adult;Self-employed;Home Owner;Brazil;Under Armour;193;Online;Autumn;Work;No;5;3;Yes
4986;Male;32;Adult;Student;Renter;Nigeria;Crocs;328;Online;Summer;Sports;No;5;2;Yes
4987;Male;66;Senior;Self-employed;Homeless;Canada;Nike;275;Retail Store;Autumn;Work;No;3;4;Yes
4988;Male;26;Adult;Unemployed;Home Owner;UK;Puma;276;Online;Summer;Work;Yes;5;1;No
4989;Male;17;Youth;Unemployed;Home Owner;Germany;Puma;430;Online;Spring;Fashion;Yes;4;5;Yes
4990;Female;53;Youth;Student;Home Owner;Nigeria;Adidas;260;Online;Spring;Fashion;No;2;1;No
4991;Male;52;Adult;Self-employed;Home Owner;Germany;Adidas;283;Online;Spring;Comfort;Yes;1;2;Yes
4992;Male;46;Adult;Unemployed;Renter;Italy;Nike;44;Retail Store;Autumn;Work;No;2;5;Yes
4993;Female;28;Youth;Student;Home Owner;France;Puma;176;Retail Store;Autumn;Comfort;No;4;4;Yes
4994;Male;57;Adult;Student;Home Owner;Italy;Under Armour;436;Online;Autumn;Fashion;No;4;4;Yes
4995;Male;19;Adult;Self-employed;Home Owner;Brazil;Crocs;277;Retail Store;Autumn;Comfort;No;5;1;Yes
4996;Male;28;Senior;Unemployed;Home Owner;France;Balenciaga;87;Online;Spring;Work;No;2;1;Yes
4997;Female;19;Adult;Student;Home Owner;India;Crocs;85;Retail Store;Autumn;Fashion;No;2;2;Yes
4998;Male;39;Youth;Employed;Renter;Germany;Adidas;103;Retail Store;Autumn;Work;No;3;2;Yes
4999;Female;26;Youth;Employed;Home Owner;Canada;Puma;231;Online;Spring;Comfort;No;3;5;Yes
5000;Female;26;Adult;Unemployed;Renter;Canada;Adidas;68;Retail Store;Winter;Comfort;No;3;3;Yes
5001;Male;56;Youth;Unemployed;Home Owner;USA;Crocs;57;Retail Store;Autumn;Sports;No;2;4;Yes
5002;Male;45;Adult;Employed;Home Owner;Germany;Adidas;197;Retail Store;Summer;Fashion;Yes;5;5;No
5003;Male;45;Adult;Student;Renter;Japan;Balenciaga;241;Online;Spring;Comfort;No;1;3;Yes
5004;Male;56;Adult;Self-employed;Home Owner;USA;Vans;58;Online;Winter;Fashion;No;2;4;Yes
5005;Female;32;Adult;Student;Home Owner;Brazil;Vans;215;Retail Store;Autumn;Sports;No;5;1;Yes
5006;Male;65;Adult;Unemployed;Home Owner;Japan;ASICS;304;Online;Autumn;Fashion;No;1;5;No
5007;Male;59;Adult;Unemployed;Renter;Italy;Crocs;252;Retail Store;Autumn;Comfort;No;5;2;No
5008;Male;48;Adult;Self-employed;Home Owner;France;Vans;40;Online;Spring;Fashion;Yes;5;2;Yes
5009;Female;19;Adult;Student;Home Owner;Germany;Balenciaga;272;Online;Autumn;Sports;Yes;3;5;Yes
5010;Male;44;Adult;Self-employed;Home Owner;Canada;ASICS;287;Online;Winter;Fashion;No;2;4;No
5011;Male;60;Adult;Student;Home Owner;Brazil;Adidas;257;Retail Store;Winter;Fashion;Yes;1;1;Yes
5012;Female;15;Youth;Student;Home Owner;Brazil;Adidas;78;Online;Winter;Fashion;Yes;3;5;Yes
5013;Female;51;Youth;Employed;Renter;USA;ASICS;260;Online;Autumn;Fashion;No;1;3;Yes
5014;Male;41;Senior;Student;Renter;Canada;Crocs;94;Online;Autumn;Comfort;No;1;1;No
5015;Male;36;Senior;Unemployed;Home Owner;Italy;Puma;287;Online;Spring;Work;No;4;2;Yes
5016;Male;34;Adult;Unemployed;Home Owner;UK;Under Armour;347;Online;Spring;Fashion;Yes;1;1;No
5017;Male;18;Adult;Unemployed;Home Owner;Brazil;Adidas;359;Online;Summer;Sports;Yes;5;4;No
5018;Male;60;Adult;Employed;Home Owner;UK;Vans;63;Online;Winter;Fashion;Yes;1;4;Yes
5019;Female;36;Adult;Self-employed;Renter;Nigeria;Nike;322;Retail Store;Autumn;Sports;No;3;1;Yes
5020;Female;52;Senior;Unemployed;Home Owner;Italy;Adidas;273;Retail Store;Summer;Work;No;4;2;Yes
5021;Male;35;Senior;Unemployed;Home Owner;Nigeria;Under Armour;410;Online;Spring;Sports;No;4;1;Yes
5022;Male;66;Adult;Self-employed;Home Owner;China;Crocs;105;Online;Summer;Work;No;5;2;No
5023;Female;50;Adult;Employed;Home Owner;Japan;Under Armour;233;Online;Spring;Sports;No;3;5;No
5024;Male;22;Adult;Student;Home Owner;Brazil;Vans;158;Online;Summer;Sports;No;4;4;Yes
5025;Male;28;Adult;Self-employed;Renter;India;Under Armour;288;Retail Store;Spring;Comfort;No;4;1;Yes
5026;Male;23;Adult;Student;Home Owner;Germany;ASICS;101;Online;Summer;Work;No;4;1;Yes
5027;Male;44;Adult;Student;Home Owner;Germany;New Balance;439;Online;Autumn;Fashion;Yes;2;2;Yes
5028;Male;57;Youth;Student;Home Owner;Canada;ASICS;179;Online;Winter;Fashion;Yes;3;3;Yes
5029;Female;18;Adult;Self-employed;Renter;Germany;Balenciaga;79;Online;Winter;Comfort;Yes;4;2;Yes
5030;Male;36;Adult;Self-employed;Home Owner;China;ASICS;257;Retail Store;Winter;Fashion;No;3;3;No
5031;Male;45;Adult;Student;Home Owner;Japan;ASICS;49;Retail Store;Summer;Comfort;No;5;1;No
5032;Male;65;Adult;Employed;Home Owner;Italy;Vans;94;Retail Store;Autumn;Sports;Yes;3;4;Yes
5033;Female;63;Adult;Employed;Home Owner;Japan;ASICS;374;Online;Autumn;Fashion;No;5;5;Yes
5034;Female;24;Adult;Employed;Home Owner;France;ASICS;128;Online;Winter;Work;Yes;2;4;No
5035;Female;68;Adult;Unemployed;Home Owner;China;Under Armour;43;Online;Winter;Sports;No;5;4;No
5036;Female;39;Senior;Student;Home Owner;India;Under Armour;292;Online;Winter;Work;No;5;5;Yes
5037;Male;50;Youth;Unemployed;Home Owner;China;Balenciaga;422;Online;Winter;Work;No;1;1;No
5038;Female;30;Senior;Employed;Home Owner;Brazil;Under Armour;62;Online;Summer;Fashion;Yes;5;2;No
5039;Male;57;Adult;Self-employed;Renter;India;Adidas;140;Online;Spring;Fashion;Yes;2;4;Yes
5040;Male;51;Youth;Employed;Home Owner;Nigeria;Balenciaga;88;Retail Store;Winter;Fashion;No;5;2;Yes
5041;Female;67;Adult;Unemployed;Home Owner;UK;Vans;401;Online;Autumn;Sports;No;5;4;Yes
5042;Female;25;Adult;Unemployed;Home Owner;Brazil;Crocs;299;Online;Summer;Work;No;2;1;Yes
5043;Female;65;Youth;Employed;Renter;USA;Balenciaga;424;Retail Store;Summer;Comfort;No;5;2;Yes
5044;Female;52;Adult;Student;Homeless;China;Under Armour;206;Retail Store;Winter;Sports;No;5;5;Yes
5045;Female;42;Adult;Self-employed;Renter;Italy;New Balance;426;Retail Store;Autumn;Comfort;Yes;3;1;Yes
5046;Male;65;Adult;Self-employed;Home Owner;UK;Crocs;279;Retail Store;Spring;Fashion;Yes;1;5;Yes
5047;Female;61;Adult;Employed;Renter;Canada;Under Armour;352;Retail Store;Autumn;Work;No;5;4;Yes
5048;Female;53;Adult;Student;Home Owner;Italy;Vans;354;Retail Store;Winter;Fashion;No;4;4;No
5049;Female;64;Adult;Student;Home Owner;Japan;Balenciaga;151;Retail Store;Winter;Fashion;No;2;5;Yes
5050;Male;25;Adult;Employed;Home Owner;Germany;Under Armour;246;Online;Summer;Fashion;No;4;4;No
5051;Female;46;Adult;Self-employed;Home Owner;Canada;Crocs;286;Retail Store;Summer;Sports;No;4;4;Yes
5052;Male;48;Senior;Self-employed;Home Owner;Germany;Crocs;274;Online;Autumn;Comfort;No;4;5;No
5053;Female;42;Adult;Self-employed;Home Owner;Nigeria;Puma;413;Retail Store;Spring;Comfort;Yes;4;2;No
5054;Female;37;Adult;Student;Home Owner;France;Adidas;313;Online;Autumn;Comfort;Yes;2;2;No
5055;Male;14;Adult;Employed;Homeless;Japan;ASICS;188;Retail Store;Autumn;Fashion;Yes;1;1;Yes
5056;Female;48;Senior;Student;Home Owner;UK;Nike;95;Retail Store;Autumn;Sports;No;4;5;Yes
5057;Male;30;Youth;Self-employed;Home Owner;India;Balenciaga;219;Online;Spring;Fashion;No;3;1;Yes
5058;Male;17;Youth;Student;Renter;Nigeria;Nike;421;Online;Autumn;Comfort;Yes;5;3;No
5059;Male;31;Adult;Self-employed;Renter;Italy;Puma;431;Online;Winter;Work;No;4;4;No
5060;Female;54;Senior;Employed;Home Owner;Italy;Crocs;320;Retail Store;Winter;Sports;Yes;4;5;Yes
5061;Female;30;Youth;Self-employed;Renter;Brazil;Nike;199;Retail Store;Autumn;Work;No;5;3;No
5062;Female;69;Senior;Unemployed;Home Owner;Italy;Puma;415;Retail Store;Summer;Sports;Yes;5;5;Yes
5063;Male;44;Youth;Unemployed;Home Owner;Brazil;ASICS;109;Retail Store;Summer;Work;Yes;2;5;Yes
5064;Female;33;Youth;Employed;Renter;Brazil;Under Armour;335;Retail Store;Spring;Fashion;Yes;5;4;Yes
5065;Male;22;Youth;Student;Home Owner;USA;Crocs;379;Online;Winter;Sports;No;1;5;No
5066;Female;49;Adult;Student;Renter;France;ASICS;280;Online;Spring;Sports;No;3;3;Yes
5067;Male;61;Senior;Student;Home Owner;India;Adidas;236;Retail Store;Summer;Sports;Yes;4;3;Yes
5068;Male;34;Adult;Self-employed;Renter;UK;Puma;202;Retail Store;Autumn;Work;Yes;2;2;No
5069;Male;25;Adult;Unemployed;Home Owner;China;New Balance;122;Retail Store;Spring;Fashion;No;4;4;Yes
5070;Female;67;Youth;Employed;Homeless;France;Nike;142;Online;Spring;Fashion;No;1;5;Yes
5071;Male;29;Adult;Student;Home Owner;France;Vans;200;Online;Spring;Sports;No;4;1;No
5072;Male;21;Youth;Student;Homeless;USA;ASICS;394;Online;Summer;Fashion;No;3;1;Yes
5073;Male;36;Adult;Employed;Home Owner;Japan;Under Armour;401;Online;Autumn;Work;No;1;4;Yes
5074;Male;56;Adult;Self-employed;Renter;Japan;New Balance;141;Online;Spring;Work;No;4;5;Yes
5075;Male;26;Adult;Student;Renter;Canada;Nike;279;Online;Winter;Sports;No;5;4;Yes
5076;Male;58;Youth;Self-employed;Home Owner;USA;Adidas;239;Retail Store;Summer;Comfort;No;5;4;Yes
5077;Female;20;Youth;Self-employed;Renter;Italy;ASICS;198;Online;Summer;Comfort;No;3;2;Yes
5078;Female;67;Adult;Self-employed;Home Owner;Brazil;Vans;242;Online;Summer;Sports;No;1;2;No
5079;Male;49;Adult;Student;Home Owner;France;Crocs;363;Retail Store;Spring;Work;No;2;1;Yes
5080;Female;31;Senior;Student;Renter;Italy;ASICS;236;Retail Store;Summer;Comfort;No;5;1;Yes
5081;Female;40;Adult;Employed;Renter;China;New Balance;81;Online;Summer;Comfort;Yes;5;3;No
5082;Male;58;Senior;Employed;Home Owner;Japan;Under Armour;253;Retail Store;Autumn;Comfort;No;4;3;Yes
5083;Male;53;Adult;Self-employed;Home Owner;Germany;Crocs;211;Online;Summer;Sports;Yes;1;2;No
5084;Male;42;Adult;Student;Home Owner;Italy;Puma;292;Retail Store;Spring;Work;No;5;3;Yes
5085;Female;19;Youth;Self-employed;Renter;Germany;Under Armour;56;Online;Summer;Fashion;No;4;4;Yes
5086;Male;38;Adult;Employed;Homeless;France;Crocs;187;Retail Store;Autumn;Sports;No;2;3;Yes
5087;Female;52;Adult;Self-employed;Renter;China;Vans;155;Retail Store;Summer;Sports;No;2;3;No
5088;Male;58;Adult;Unemployed;Home Owner;Germany;Puma;419;Retail Store;Spring;Work;Yes;5;4;Yes
5089;Female;66;Adult;Self-employed;Home Owner;Italy;New Balance;243;Online;Winter;Work;Yes;5;2;Yes
5090;Male;58;Adult;Student;Home Owner;UK;Puma;220;Online;Summer;Fashion;No;5;1;Yes
5091;Male;23;Adult;Self-employed;Renter;India;ASICS;339;Online;Spring;Sports;No;1;2;No
5092;Female;26;Adult;Self-employed;Homeless;Germany;Balenciaga;440;Retail Store;Summer;Sports;Yes;5;1;No
5093;Female;33;Adult;Student;Renter;Japan;Vans;322;Online;Summer;Sports;Yes;4;4;No
5094;Female;20;Adult;Unemployed;Homeless;USA;Vans;190;Retail Store;Spring;Comfort;Yes;2;2;Yes
5095;Female;15;Youth;Student;Home Owner;Italy;Under Armour;285;Retail Store;Summer;Work;Yes;1;1;No
5096;Female;40;Senior;Employed;Renter;France;Under Armour;97;Retail Store;Spring;Sports;No;2;5;Yes
5097;Female;41;Senior;Unemployed;Home Owner;UK;Puma;236;Online;Winter;Sports;Yes;1;2;Yes
5098;Male;35;Adult;Unemployed;Home Owner;Brazil;Puma;280;Online;Summer;Fashion;No;2;3;Yes
5099;Female;30;Adult;Student;Renter;India;Adidas;223;Online;Winter;Comfort;No;5;1;Yes
5100;Male;47;Adult;Self-employed;Home Owner;Nigeria;Crocs;131;Online;Spring;Comfort;Yes;5;5;Yes
5101;Male;25;Adult;Employed;Renter;Brazil;New Balance;140;Online;Summer;Sports;Yes;4;1;Yes
5102;Female;24;Youth;Employed;Renter;UK;Nike;133;Retail Store;Summer;Comfort;No;5;2;Yes
5103;Male;59;Senior;Unemployed;Renter;China;ASICS;437;Retail Store;Summer;Comfort;No;2;5;Yes
5104;Female;62;Adult;Employed;Renter;Nigeria;Balenciaga;431;Online;Autumn;Fashion;No;4;3;Yes
5105;Female;17;Youth;Unemployed;Home Owner;USA;New Balance;85;Online;Summer;Fashion;Yes;2;5;Yes
5106;Male;51;Adult;Unemployed;Home Owner;Japan;Vans;194;Retail Store;Autumn;Comfort;No;3;1;No
5107;Male;23;Youth;Employed;Home Owner;Germany;Balenciaga;109;Online;Winter;Fashion;Yes;4;5;Yes
5108;Female;23;Youth;Unemployed;Home Owner;Canada;Balenciaga;430;Online;Spring;Sports;Yes;4;1;Yes
5109;Female;59;Adult;Self-employed;Home Owner;USA;Puma;321;Online;Autumn;Fashion;No;1;4;No
5110;Male;54;Adult;Unemployed;Home Owner;Nigeria;Puma;69;Retail Store;Summer;Work;No;2;1;Yes
5111;Male;59;Adult;Self-employed;Home Owner;Canada;Under Armour;248;Online;Summer;Sports;Yes;2;3;Yes
5112;Male;43;Senior;Self-employed;Home Owner;Germany;New Balance;301;Online;Autumn;Fashion;Yes;2;1;No
5113;Male;43;Senior;Self-employed;Home Owner;China;Crocs;362;Online;Autumn;Comfort;Yes;5;2;Yes
5114;Female;25;Youth;Employed;Home Owner;Brazil;Vans;122;Online;Autumn;Sports;Yes;1;2;Yes
5115;Female;26;Youth;Self-employed;Home Owner;Brazil;Under Armour;255;Online;Winter;Fashion;No;1;3;Yes
5116;Female;61;Adult;Employed;Home Owner;Italy;Balenciaga;259;Online;Summer;Work;No;2;3;Yes
5117;Female;57;Adult;Student;Home Owner;China;Vans;330;Online;Spring;Fashion;No;5;4;Yes
5118;Male;54;Senior;Self-employed;Home Owner;UK;Crocs;74;Online;Autumn;Sports;No;2;2;No
5119;Male;37;Adult;Unemployed;Home Owner;UK;Under Armour;44;Retail Store;Spring;Fashion;No;5;2;Yes
5120;Female;45;Youth;Student;Home Owner;Italy;Crocs;397;Retail Store;Autumn;Work;No;3;5;Yes
5121;Female;45;Adult;Student;Home Owner;France;Adidas;45;Retail Store;Autumn;Work;Yes;1;2;Yes
5122;Female;27;Adult;Self-employed;Home Owner;France;Puma;286;Retail Store;Winter;Comfort;No;3;2;Yes
5123;Female;28;Senior;Employed;Home Owner;Italy;ASICS;132;Retail Store;Autumn;Sports;Yes;4;5;No
5124;Female;56;Youth;Student;Renter;USA;ASICS;318;Online;Spring;Work;Yes;1;4;Yes
5125;Female;68;Adult;Self-employed;Home Owner;Canada;Under Armour;354;Online;Summer;Work;No;3;3;Yes
5126;Female;50;Youth;Student;Renter;Germany;Vans;229;Retail Store;Summer;Work;Yes;3;4;No
5127;Female;18;Adult;Student;Home Owner;Japan;Puma;396;Online;Winter;Comfort;No;4;3;Yes
5128;Female;56;Youth;Self-employed;Homeless;Japan;Adidas;71;Retail Store;Summer;Sports;No;5;3;No
5129;Male;37;Senior;Unemployed;Home Owner;Brazil;Nike;296;Retail Store;Summer;Work;No;4;5;Yes
5130;Female;27;Adult;Unemployed;Renter;India;ASICS;265;Retail Store;Autumn;Sports;Yes;5;3;Yes
5131;Male;16;Senior;Unemployed;Home Owner;Brazil;Under Armour;275;Online;Winter;Work;Yes;4;1;No
5132;Male;68;Senior;Student;Home Owner;China;ASICS;67;Online;Spring;Work;No;1;1;Yes
5133;Female;16;Youth;Employed;Home Owner;UK;Adidas;409;Online;Autumn;Sports;No;3;1;Yes
5134;Female;42;Adult;Employed;Home Owner;Canada;Crocs;238;Online;Winter;Sports;No;3;1;Yes
5135;Male;46;Senior;Student;Home Owner;France;Puma;68;Retail Store;Winter;Comfort;No;5;5;Yes
5136;Male;39;Adult;Student;Homeless;Italy;Nike;186;Online;Summer;Comfort;Yes;4;5;Yes
5137;Female;43;Adult;Self-employed;Renter;China;ASICS;151;Retail Store;Summer;Sports;No;2;1;No
5138;Male;68;Adult;Employed;Renter;Japan;Balenciaga;147;Online;Winter;Sports;Yes;1;2;Yes
5139;Female;44;Adult;Student;Renter;Italy;Nike;58;Retail Store;Autumn;Comfort;Yes;2;3;Yes
5140;Female;56;Adult;Unemployed;Home Owner;China;Adidas;412;Retail Store;Autumn;Sports;No;3;4;Yes
5141;Female;51;Adult;Employed;Renter;India;Under Armour;310;Retail Store;Summer;Sports;No;4;1;Yes
5142;Male;64;Youth;Student;Home Owner;UK;Nike;447;Retail Store;Autumn;Comfort;No;5;1;Yes
5143;Male;21;Youth;Self-employed;Home Owner;UK;Crocs;400;Retail Store;Summer;Comfort;No;5;2;Yes
5144;Female;53;Youth;Self-employed;Renter;Germany;Under Armour;228;Online;Spring;Comfort;No;5;5;No
5145;Male;20;Youth;Employed;Home Owner;Italy;Adidas;92;Retail Store;Spring;Work;Yes;3;2;Yes
5146;Male;26;Adult;Unemployed;Renter;France;Adidas;239;Online;Winter;Fashion;No;1;1;Yes
5147;Male;45;Youth;Employed;Home Owner;Japan;Vans;154;Online;Autumn;Work;No;2;2;Yes
5148;Male;35;Youth;Student;Home Owner;Japan;Under Armour;226;Online;Spring;Sports;No;3;3;Yes
5149;Male;33;Adult;Unemployed;Renter;India;Under Armour;46;Retail Store;Summer;Comfort;No;4;4;Yes
5150;Male;67;Adult;Student;Renter;Germany;New Balance;387;Online;Summer;Work;Yes;5;2;No
5151;Male;24;Adult;Unemployed;Home Owner;USA;Vans;115;Online;Winter;Work;No;4;1;Yes
5152;Female;69;Senior;Unemployed;Renter;Italy;Puma;385;Retail Store;Spring;Sports;No;3;3;No
5153;Male;14;Youth;Student;Home Owner;Brazil;Crocs;138;Retail Store;Summer;Work;Yes;4;3;Yes
5154;Male;25;Youth;Employed;Home Owner;USA;Crocs;107;Retail Store;Winter;Fashion;No;2;2;Yes
5155;Male;16;Adult;Self-employed;Renter;USA;Crocs;73;Online;Spring;Comfort;No;5;1;No
5156;Male;32;Senior;Unemployed;Home Owner;Nigeria;Crocs;46;Online;Autumn;Comfort;Yes;2;4;No
5157;Male;62;Adult;Unemployed;Home Owner;Canada;Puma;258;Retail Store;Summer;Sports;Yes;5;2;Yes
5158;Male;63;Adult;Self-employed;Home Owner;Brazil;Under Armour;392;Retail Store;Winter;Sports;No;5;5;Yes
5159;Male;60;Youth;Employed;Home Owner;Brazil;Balenciaga;179;Retail Store;Spring;Comfort;No;4;3;Yes
5160;Male;26;Adult;Self-employed;Home Owner;Germany;ASICS;353;Online;Winter;Comfort;No;4;5;Yes
5161;Female;42;Adult;Employed;Renter;France;Vans;347;Online;Autumn;Work;No;5;3;Yes
5162;Male;41;Adult;Unemployed;Home Owner;India;New Balance;161;Online;Autumn;Sports;Yes;5;2;Yes
5163;Male;20;Senior;Unemployed;Home Owner;China;Crocs;248;Retail Store;Spring;Sports;Yes;4;3;No
5164;Male;24;Adult;Student;Home Owner;Italy;Crocs;351;Online;Autumn;Comfort;No;4;1;Yes
5165;Male;53;Senior;Employed;Home Owner;China;Balenciaga;121;Online;Autumn;Fashion;No;3;5;Yes
5166;Female;50;Adult;Self-employed;Home Owner;India;Crocs;298;Retail Store;Spring;Sports;No;4;2;No
5167;Female;38;Adult;Employed;Home Owner;Italy;New Balance;436;Online;Winter;Sports;Yes;2;1;Yes
5168;Female;62;Senior;Employed;Home Owner;Italy;New Balance;135;Online;Winter;Sports;Yes;3;1;Yes
5169;Female;14;Adult;Employed;Home Owner;India;ASICS;358;Online;Autumn;Comfort;No;2;1;Yes
5170;Female;67;Adult;Employed;Home Owner;Nigeria;Under Armour;428;Online;Summer;Work;No;3;3;No
5171;Female;52;Adult;Self-employed;Renter;Germany;Balenciaga;192;Retail Store;Summer;Comfort;No;3;1;Yes
5172;Female;68;Senior;Student;Home Owner;Italy;Puma;125;Retail Store;Spring;Comfort;No;5;1;No
5173;Female;26;Youth;Unemployed;Home Owner;USA;ASICS;410;Retail Store;Autumn;Sports;No;3;3;Yes
5174;Female;18;Adult;Self-employed;Home Owner;India;Under Armour;410;Retail Store;Spring;Sports;Yes;1;2;Yes
5175;Female;54;Adult;Self-employed;Homeless;Japan;ASICS;111;Online;Autumn;Fashion;No;3;3;Yes
5176;Female;52;Senior;Unemployed;Renter;Japan;New Balance;91;Retail Store;Autumn;Comfort;Yes;3;2;Yes
5177;Female;43;Senior;Student;Renter;China;Adidas;135;Retail Store;Spring;Work;Yes;2;2;Yes
5178;Female;29;Youth;Self-employed;Renter;Canada;New Balance;300;Retail Store;Summer;Work;No;3;1;No
5179;Female;37;Youth;Unemployed;Home Owner;USA;Nike;395;Retail Store;Autumn;Comfort;No;4;4;Yes
5180;Female;44;Senior;Student;Renter;China;Crocs;354;Online;Winter;Sports;No;2;5;Yes
5181;Female;24;Adult;Student;Home Owner;China;Nike;320;Online;Autumn;Sports;No;2;4;Yes
5182;Male;61;Youth;Employed;Home Owner;France;Puma;375;Online;Summer;Fashion;No;2;1;Yes
5183;Female;25;Youth;Self-employed;Home Owner;UK;Adidas;383;Online;Winter;Work;No;2;2;Yes
5184;Male;31;Adult;Student;Home Owner;Germany;New Balance;53;Retail Store;Winter;Sports;No;4;3;Yes
5185;Female;56;Adult;Self-employed;Renter;France;Under Armour;244;Retail Store;Winter;Sports;No;2;1;No
5186;Female;60;Adult;Unemployed;Home Owner;UK;Under Armour;91;Retail Store;Summer;Sports;Yes;2;2;Yes
5187;Male;37;Adult;Self-employed;Home Owner;Japan;Puma;320;Retail Store;Winter;Fashion;Yes;4;3;No
5188;Female;43;Senior;Student;Renter;USA;Vans;258;Online;Autumn;Work;No;3;1;Yes
5189;Male;49;Youth;Unemployed;Renter;China;Balenciaga;111;Online;Autumn;Fashion;No;1;2;Yes
5190;Male;37;Youth;Unemployed;Renter;France;Vans;95;Retail Store;Autumn;Fashion;No;3;4;Yes
5191;Male;28;Senior;Employed;Homeless;India;Puma;249;Online;Summer;Fashion;No;4;4;Yes
5192;Female;69;Adult;Unemployed;Home Owner;China;Balenciaga;332;Retail Store;Autumn;Fashion;No;3;5;No
5193;Female;50;Adult;Student;Home Owner;China;New Balance;237;Retail Store;Autumn;Comfort;No;2;1;Yes
5194;Female;55;Adult;Employed;Home Owner;India;Adidas;429;Retail Store;Autumn;Sports;Yes;4;2;Yes
5195;Male;61;Adult;Student;Renter;India;Balenciaga;448;Online;Summer;Fashion;No;4;2;Yes
5196;Male;35;Adult;Student;Home Owner;Germany;Crocs;443;Online;Winter;Work;No;1;4;No
5197;Female;26;Youth;Employed;Home Owner;USA;Balenciaga;318;Retail Store;Autumn;Fashion;No;1;3;Yes
